type_survey,date_elec,id_pollster,pollster,media,field_date_from,field_date_to,exit_poll,size,turnout,UCD,PSOE,PCE,AP,CIU,PA,EAJ-PNV,HB,ERC,EE,CDS,FN,PAD,PRD,MUC,IU,CG,PAR,AIC,UV,EA,PP,LV,ARM,PDP,CC,PAP,BNG,ICV,EH,UPYD,AMAIUR,CS,DIL-CDC,EH-BILDU,UP,PACMA,PODEMOS,COMPROMIS,VOX,JXCAT-JUNTS,NA-SUMA,PDECAT,CC-NC,PRC,MP,CUP,TE,EV
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-04-11,2019-04-18,FALSE,1800,NA,NA,31,NA,NA,NA,NA,1.1,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,15.5,NA,1,13.4,0.9,NA,0.6,11,1.4,0.2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-04-18,FALSE,10600,NA,NA,27.6,NA,NA,NA,NA,1.4,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,14.3,NA,0.9,12.4,2.3,NA,1.3,12.4,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-31,PP,NA,2019-04-17,2019-04-17,FALSE,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,12.5,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-25,DYM,EL INDEPENDIENTE,2019-04-15,2019-04-17,FALSE,1025,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,13.7,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-43,CELESTE-TEL,ELDIARIO.ES,2019-04-11,2019-04-17,FALSE,1100,NA,NA,28.1,NA,NA,NA,NA,1.2,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.8,NA,0.8,12.9,1.4,NA,1.4,7.7,1.4,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-04-10,2019-04-17,FALSE,1800,NA,NA,30.8,NA,NA,NA,NA,1.1,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,15.8,NA,1.1,13.1,0.8,NA,0.7,10.6,1.3,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-18,SIGMA DOS,EL MUNDO,2019-04-03,2019-04-17,FALSE,8000,NA,NA,30.3,NA,NA,NA,NA,1.3,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,13.2,NA,NA,NA,10.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-04-17,FALSE,10200,NA,NA,27.7,NA,NA,NA,NA,1.4,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,14.6,NA,0.8,12.4,2.2,NA,1.3,12,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-53,METROSCOPIA,HENNEO,2019-04-11,2019-04-16,FALSE,4775,NA,NA,29.1,NA,NA,NA,NA,1.4,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,14.2,NA,0.7,14.3,NA,NA,1.1,11.1,1.4,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-04-10,2019-04-16,FALSE,1400,71,NA,30.4,NA,NA,NA,NA,1.2,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.3,NA,0.8,13.5,1.9,NA,0.8,9.6,1.4,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-04-09,2019-04-16,FALSE,1800,NA,NA,30.5,NA,NA,NA,NA,1.1,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,16,NA,1,12.7,1,NA,0.8,10.9,1.3,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-04-16,FALSE,10200,NA,NA,28.2,NA,NA,NA,NA,1.3,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,15.3,NA,0.8,12.4,2.1,NA,1.3,11.5,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-85,TOP POSITION,NA,2019-04-13,2019-04-15,FALSE,1200,NA,NA,27.8,NA,NA,NA,NA,1.2,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,12.2,NA,NA,NA,14.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-76,DEMOSCOPIA SERVICIOS,OKDIARIO,2019-04-12,2019-04-15,FALSE,NA,NA,NA,28.9,NA,NA,NA,NA,1.5,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14.9,NA,1.2,12.8,NA,NA,2,12.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-60,GAD3,ABC,2019-04-09,2019-04-15,FALSE,2000,NA,NA,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,12.3,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-04-08,2019-04-15,FALSE,1800,NA,NA,30.2,NA,NA,NA,NA,1.2,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,15.7,NA,0.9,13.2,1.1,NA,0.9,11,1.2,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-04-15,FALSE,10100,NA,NA,28.2,NA,NA,NA,NA,1.3,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,15.1,NA,0.9,12.3,2.1,NA,1.3,11.5,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-83,KEYDATA,PÚBLICO,2019-04-14,2019-04-14,FALSE,NA,65.2,NA,28.8,NA,NA,NA,NA,1.3,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.6,NA,0.9,13.5,NA,NA,NA,9.8,1.6,2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-04-14,FALSE,10000,NA,NA,28.1,NA,NA,NA,NA,1.3,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,15.3,NA,0.8,12.1,1.9,NA,1.3,11.1,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-58,NC REPORT,LA RAZÓN,2019-04-09,2019-04-13,FALSE,1000,66.5,NA,27.5,NA,NA,NA,NA,1.3,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.8,NA,0.8,12.1,NA,NA,1.8,9.1,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-04-07,2019-04-13,FALSE,1410,70,NA,31,NA,NA,NA,NA,1.2,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.8,NA,0.8,13.4,2,NA,0.9,9.5,1.3,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-04-05,2019-04-12,FALSE,1800,NA,NA,29.9,NA,NA,NA,NA,1.3,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.4,NA,1,13,1.2,NA,0.8,11.2,1.4,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-60,GAD3,LA VANGUARDIA,2019-04-09,2019-04-11,FALSE,1800,71,NA,31.1,NA,NA,NA,NA,1.2,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,14.4,NA,0.7,11.4,1.4,NA,0.5,11.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-76,DEMOSCOPIA SERVICIOS,ESDIARIO,2019-04-08,2019-04-11,FALSE,920,NA,NA,27.9,NA,NA,NA,NA,1.5,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,16.6,NA,1.1,13.2,NA,NA,1,11.7,1.2,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-54,INVYMARK,LA SEXTA,2019-04-08,2019-04-11,FALSE,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,NA,NA,13.2,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-43,CELESTE-TEL,ELDIARIO.ES,2019-04-04,2019-04-10,FALSE,1100,NA,NA,27.3,NA,NA,NA,NA,1.2,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.9,NA,0.8,13.1,1.5,NA,1.5,7.8,1.6,0.5,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-60,GAD3,ABC,2019-04-08,2019-04-09,FALSE,2000,NA,NA,30.9,NA,NA,NA,NA,6,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13.5,NA,2,12,NA,NA,1,11.2,4,2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-04-03,2019-04-09,FALSE,1407,70.7,NA,31,NA,NA,NA,NA,1.3,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,16,NA,0.8,13.2,1.5,NA,0.8,9.8,1.3,2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-04-07,FALSE,9600,NA,NA,27.4,NA,NA,NA,NA,1.3,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.6,NA,0.9,11.9,1.2,NA,1.5,10.6,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-58,NC REPORT,LA RAZÓN,2019-04-02,2019-04-06,FALSE,1000,66.3,NA,26.9,NA,NA,NA,NA,1.3,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,16.1,NA,0.8,12.3,NA,NA,1.7,9.4,1.3,0.4,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-03-31,2019-04-06,FALSE,1440,72,NA,31.5,NA,NA,NA,NA,1.3,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,15.5,NA,0.9,12.9,1.2,NA,0.6,9.3,1.2,2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-56,SIMPLE LÓGICA,NA,2019-04-01,2019-04-05,FALSE,1054,73.7,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,14.4,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-49,GESOP,EL PERIÓDICO,2019-04-01,2019-04-05,FALSE,1500,NA,NA,29.8,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,12,NA,NA,NA,10.6,4,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-03-29,2019-04-05,FALSE,1800,NA,NA,30.1,NA,NA,NA,NA,1.2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.1,NA,0.8,12.3,1.2,NA,1,10.6,1.3,0.5,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-60,GAD3,ABC,2019-03-26,2019-04-04,FALSE,4000,NA,NA,31.1,NA,NA,NA,NA,6,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14.9,NA,2,11.5,NA,NA,1,9.8,4,2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-43,CELESTE-TEL,ELDIARIO.ES,2019-03-26,2019-04-03,FALSE,1100,NA,NA,27.2,NA,NA,NA,NA,1.2,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.7,NA,0.7,12.2,1.5,NA,1.6,8.7,1.6,0.5,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-83,KEYDATA,PÚBLICO,2019-04-02,2019-04-02,FALSE,NA,68.9,NA,28.7,NA,NA,NA,NA,1.2,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,16,NA,0.8,13.7,NA,NA,NA,10.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-03-27,2019-04-02,FALSE,1431,69,NA,30,NA,NA,NA,NA,1.1,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14.8,NA,1,13.9,1.5,NA,0.5,9.6,1.1,2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-03-31,FALSE,8850,NA,NA,27.7,NA,NA,NA,NA,1.3,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,16.6,NA,0.9,11.4,1.1,NA,1.8,10.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-03-24,2019-03-30,FALSE,1419,67,NA,30,NA,NA,NA,NA,1.1,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14,NA,1,13.7,1.8,NA,0.5,9.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-58,NC REPORT,LA RAZÓN,2019-03-25,2019-03-29,FALSE,1000,66.2,NA,26.7,NA,NA,NA,NA,1.3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,16.5,NA,0.7,11.9,NA,NA,5,10.3,1.3,1,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-03-25,2019-03-29,FALSE,1600,NA,NA,29,NA,NA,NA,NA,1.2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,16.1,NA,0.9,12.6,1.2,NA,0.5,11.9,1.3,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-54,INVYMARK,LA SEXTA,2019-03-25,2019-03-29,FALSE,NA,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,13,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-76,DEMOSCOPIA SERVICIOS,OKDIARIO,2019-03-24,2019-03-27,FALSE,1175,NA,NA,27.7,NA,NA,NA,NA,1.5,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,1,13.4,NA,NA,1.4,11.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-43,CELESTE-TEL,ELDIARIO.ES,2019-03-21,2019-03-27,FALSE,1100,NA,NA,27,NA,NA,NA,NA,1.2,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,16.7,NA,0.7,12.1,1.4,NA,1.6,9.1,1.7,0.5,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-03-20,2019-03-26,FALSE,1400,65,NA,31,NA,NA,NA,NA,1.2,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14.9,NA,1.1,11.9,2,NA,0.7,10.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-53,METROSCOPIA,HENNEO,2019-03-18,2019-03-25,FALSE,2722,67,NA,28.7,NA,NA,NA,NA,6,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,16.3,NA,2,14,NA,NA,NA,11.7,6,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-03-22,2019-03-24,FALSE,8200,NA,NA,28.6,NA,NA,NA,NA,1.3,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,16.3,NA,0.9,11.1,1.1,NA,1.8,10.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-74,IMOP,EL CONFIDENCIAL,2019-03-17,2019-03-23,FALSE,1399,65.5,NA,30.5,NA,NA,NA,NA,1.3,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,14.4,NA,1,12.4,2.1,NA,2,11,1.3,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-58,NC REPORT,LA RAZÓN,2019-03-18,2019-03-22,FALSE,1000,NA,NA,26.9,NA,NA,NA,NA,1.3,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,17.1,NA,0.7,12,NA,NA,1.5,10.7,1.2,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-60,GAD3,ABC,2019-03-01,2019-03-22,FALSE,7500,NA,NA,30.9,NA,NA,NA,NA,1.2,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,13.1,NA,0.7,11.3,NA,NA,0.5,11.5,1.5,2,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-38,SONDAXE,LA VOZ DE GALICIA,2019-03-15,2019-03-20,FALSE,1000,NA,NA,26.9,NA,NA,NA,NA,1,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,13.8,NA,0.8,13.4,NA,NA,NA,13.9,1.7,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-84,40DB,EL PAÍS,2019-03-14,2019-03-19,FALSE,1500,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,NA,NA,12.3,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-19,CIS,NA,2019-03-01,2019-03-18,FALSE,16194,NA,NA,30.6,NA,NA,NA,NA,1.4,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,14.7,NA,0.9,13.3,1.8,NA,0.6,9,1.3,0.3,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-22,2019-03-17,FALSE,7400,NA,NA,27.3,NA,NA,NA,NA,1.3,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,15.4,NA,0.8,11.3,0.9,NA,1.7,12.5,NA,NA,1.3,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-58,NC REPORT,LA RAZÓN,2019-03-11,2019-03-15,FALSE,1000,65.7,NA,26,NA,NA,NA,NA,1.1,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA,0.6,14.8,NA,NA,NA,10.3,NA,NA,1.2,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-56,SIMPLE LÓGICA,NA,2019-03-04,2019-03-13,FALSE,1092,72.8,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,12.4,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-43,CELESTE-TEL,ELDIARIO.ES,2019-03-04,2019-03-11,FALSE,1100,66.4,NA,25.4,NA,NA,NA,NA,1.2,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,18.1,NA,0.7,14.3,1.2,NA,NA,9.6,NA,NA,1.7,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-22,2019-03-10,FALSE,6800,NA,NA,26.9,NA,NA,NA,NA,1.3,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,16.1,NA,0.8,11.4,0.9,NA,1.8,12.3,NA,NA,1.3,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-83,KEYDATA,PÚBLICO,2019-03-09,2019-03-09,FALSE,NA,69.9,NA,26.6,NA,NA,NA,NA,1.2,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,16.1,NA,0.8,14.5,NA,NA,NA,10.2,NA,NA,1.5,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-80,SOCIOMÉTRICA,EL ESPAÑOL,2019-03-05,2019-03-08,FALSE,1600,74,NA,27.6,NA,NA,NA,NA,1,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,17.8,NA,0.9,14.1,2,NA,NA,12.1,NA,NA,1.5,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-60,GAD3,ABC,2019-03-04,2019-03-08,FALSE,1000,NA,NA,30.6,NA,NA,NA,NA,1.2,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,13.2,NA,0.6,11.8,NA,NA,NA,12.1,NA,NA,1.5,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-54,INVYMARK,LA SEXTA,2019-03-04,2019-03-08,FALSE,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,13.2,NA,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
national,2019-04-28,pollster-79,ELECTOPANEL,ELECTOMANÍA,2019-02-22,2019-03-03,FALSE,5200,NA,NA,26.7,NA,NA,NA,NA,1.3,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,16.2,NA,0.8,11.5,0.8,NA,1.8,12.1,NA,NA,1.3,NA,NA,NA,NA,NA,NA
